ID_FORNECEDOR;Referencia;Aplicacao;Unidade;Preco_cmp;Qtd_Emb;Qtd_Estoque;Ativo;Cod_Barra;MaxDesc;Preco_vda
5;HF450;D.FREIO VENT.DT.TOPIC 93>;PC;0;2;0;S;7898318870292;5;0
5;HF30;D.FREIO VENT.DT.TEMPRA >94/TIPO 2.0/BRAVA;PC;0;2;0;S;7898318870155;5;0
5;HF31;D.FREIO SOL.DT.UNO/ELBA/PREM/PALIO/SIENA;PC;0;2;0;S;7898318870131;5;0
5;HF32;D.FREIO VENT.DT.TEMPRA/TB 95>/TIPO 16V;PC;0;2;0;S;7898318870766;5;0
5;HF33;D.FREIO SOL.DT.TIPO 1.6/TS TIPO 2.0/SW;PC;0;2;0;S;7898318870148;5;0
5;HF34;D.FREIO SOL.DT.147/SPAZIO/UNO S/CS;PC;0;2;0;S;7898318870124;5;0
5;HF38;D.FREIO VENT.DT.PALIO 16V/WEEK 1.5 97>;PC;0;2;0;S;7898318870346;5;0
5;HF42;D.FREIO VENT.DT.MAREA/WEEK 2.0 20V 96>;PC;0;2;0;S;7898318870896;5;0
5;HF02A;D.FREIO VENT.DT.SANT/VERS/QUANT/GOL 89>;PC;0;2;0;S;7898318870070;5;0
5;HF02B;D.FREIO VENT.DT.SANT/VERS/GOLF 94>;PC;0;2;0;S;7898318870100;5;0
5;HF10A;D.FREIO VENT.DIANT.ESC/VER/FIESTA 16V 93>;PC;0;2;0;S;7898318870056;5;0
5;HF11;D.FREIO SOL.DT.CORCEL I/II/D.REY/PAMPA >83;PC;0;2;0;S;7898318870025;5;0
5;HF12;D.FREIO VENT.DT. D.REY/PAMPA/BELINA 83>;PC;0;2;0;S;7898318870063;5;0
5;HF14;D.FREIO SOL.DT.FIESTA NAC/COUR/KA 96>;PC;0;2;0;S;7898318870032;5;0
5;HF15;D.FREIO VENT.DT.ESC/VER/XR3/HOBBY 83>;PC;0;2;0;S;7898318870193;5;0
5;HF16;D.FREIO VENT.DT.C/CUBO F1000 >92;PC;0;1;0;S;7898318870483;5;0
5;HF18;D.FREIO SOL.DT.FIESTA 1.3 IMP. 95> TDS;PC;0;2;0;S;7898318870506;5;0
5;HF20;D.FREIO VENT.DT.MONZA/KAD/CORSA;PC;0;2;0;S;7898318870162;5;0
5;HF21;D.FREIO VENT.DIANT AD10/20/SILV/VERANEIO;PC;0;2;0;S;7898318870414;5;0
5;HF21A;D.FREIO VENT.DIANT.S10/BLAZER 4X4 S/ABS 5FUROS;PC;0;2;0;S;7898318871183;5;0
5;HF22;D.FREIO SOL.DT.CHEVETTE/MARAJO C/CUBO 80>;PC;0;1;0;S;7898318870018;5;0
5;HF23;D.FREIO SOL.DT.CELTA/CORSA 1.0/4 TDS;PC;0;2;0;S;7898318870179;5;0
5;HF25;D.FREIO VENT.DT.VEC 8V/ASTRA >98;PC;0;2;0;S;7898318870186;5;0
5;HF25A;D.FREIO VENT.DT.VEC CD 16V/2.0/2 NOV;PC;0;2;0;S;7898318870919;5;0
5;HF25B;D.FREIO VENT.DT.ASTRA/ZAFIRA ARO 14;PC;0;2;0;S;7898318871046;5;0
5;HF50A;D.FREIO VENT.DT.OMEGA/SUPREMA GL/GLS 93>;PC;0;2;0;S;7898318870957;5;0
5;HF100;D.FREIO VENT.DT.H-100 95>;PC;0;2;0;S;7898318870582;5;0
5;HF01;D.FREIO SOL.DT.PAS/SANT >89/PAR/VOY 82>;PC;0;2;0;S;7898318870087;5;0
5;HF02;D.FREIO SOL.DT.GOLF GL/GLI ALEMAO 93>;PC;0;2;0;S;7898318870599;5;0
5;HF03;D.FREIO SOL.DT.KOMBI 82> TDS;PC;0;1;0;S;7898318870094;5;0
5;HF09;D.FREIO SOL.DT.C/CUBO BRAS/VAR/FUSCA;PC;0;1;0;S;7898318870049;5;0
5;HF477;D.FREIO SOL.DT.PEUGEOT 103>405 TODOS;PC;0;2;0;S;7898318870643;5;0
5;HF694;D.FREIO VENT.DT.PEUGEOT 103/205/206/CITROEN ZX;PC;0;2;0;S;7898318870520;5;0
5;HF697;D.FREIO VENT.DT.PEUGEOT 206 1.0/1.6/2.0 16V 00> / SW TDS 02> / PICASSO 1.6/1.8/2.0/16V 00>;PC;0;2;0;S;7898318870575;5;0
5;HF298;D.FREIO SOL.DT.PEUGEOT 206 1.0 98>;PC;0;2;0;S;7898318871107;5;0
5;HF549;D.FREIO VENT.DT.CLIO/RT1.8/2.0 16V/KANG;PC;0;2;0;S;7898318870711;5;0
