ID_FORNECEDOR;Referencia;Aplicacao;Unidade;Preco_cmp;Qtd_Emb;Qtd_Estoque;Ativo;Cod_Barra;MaxDesc;Preco_vda
7;TEC ACP001;FILTRO AR CAB/CONDIC.ASTRA 99> TDS;PC;0;1;0;S;7891342005623;5;0
7;TEC ACP002;FILTRO AR CAB/CONDIC.VECTRA 97>/ZAFIRA;PC;0;1;0;S;7891342005616;5;0
7;TEC ACP102;FILTRO AR CAB/CONDIC.MAREA/BRAVA TDS;PC;0;1;0;S;7891342005555;5;0
7;TEC PSL144;FILTRO OLEO ESC 1.8/2.0/RANGER 2.5 98>/FOCUS 1.8/2.0 00>;PC;0;1;0;S;7891342000666;5;0
7;TEC PSL145;FILTRO OLEO KA 1.0/1.3 MT ENDURA 97>99/FIESTA 1.3 97>;PC;0;1;0;S;7891342000673;5;0
7;TEC PSL146;FILTRO OLEO FIESTA MT END. 1.0/3 96>;PC;0;1;0;S;7891342000680;5;0
7;TEC PSL147;FILTRO OLEO ECOSPORT 2.0 03>;PC;0;1;0;S;7891342006576;5;0
7;TEC PSL45;FILTRO OLEO MAREA/WEEK 1.8/2.0/4 98>/PAL.>00/TIPO 1.6 95>;PC;0;1;0;S;7891342000437;5;0
7;TEC PSL47;FILTRO OLEO UNO 90>92/ELBA 84>93/TEMPRA 2.0 16V 93>;PC;0;1;0;S;7891342000123;5;0
7;TEC PSL55;FILTRO OLEO PALIO 1.0 8/16V/UNO /CIVIC 1.6/7 01>;PC;0;1;0;S;7891342005296;5;0
7;TEC PSL560;FILTRO OLEO GOL 1.0 816V MT AT 1.0 97>01/FOX 1.0 03>;PC;0;1;0;S;7891342000581;5;0
7;TEC PSL561;FILTRO OLEO RANGER 3.0L V6 95>/GOL/SAV/VOY 1.5/6 >84;PC;0;1;0;S;7891342000161;5;0
7;TEC PSL562;FILTRO OLEO VERS.AP 2.0 91>/VER AP 1.8 90>/ESC 93>96;PC;0;1;0;S;7891342000222;5;0
7;TEC PSL563;FILTRO OLEO GOL 1.0 MI 16V 00>/POLO 1.6 8V 02>/GOLF 01>;PC;0;1;0;S;7891342005371;5;0
7;TEC PSL565;FILTRO OLEO COR./BEL./D.REY/PAMPA/ESC 1.4/1.6/GOL 90>95;PC;0;1;0;S;7891342000178;5;0
7;TEC PSL619;FILTRO OLEO COR/MON/KAD/IPAN/OMEGA 2.0/VEC/CELL/ASTRA/ZAF;PC;0;1;0;S;7891342000192;5;0
7;TEC PSL62;FILTRO OLEO CHEV/MAR/CHEVY 1.0/4/6 73>91;PC;0;1;0;S;7891342000147;5;0
7;TEC AG68;FILTRO COMB.UNIV.A/G BC.GROSSO CARBUR. GRANDE;PC;0;1;0;S;7891342003018;5;0
7;TEC GU86;FILTRO COMB.KOMBI 83>96/GOL/SAV/VOY 1.6/8/2.0 85>94 PEQUENO;PC;0;1;0;S;7891342003025;5;0
7;TEC PEL2003;FILTRO OLEO CAM. 712C / 914 / 915 / 1215 / 1218 / 1618 98>;PC;0;1;0;S;7891342005456;5;0
7;TEC PSL77;FILTRO OLEO SCENIC 2.0 96>/MEGANE 1.6/2.0 96>;PC;0;1;0;S;7891342004947;5;0
7;TEC PSL78;FILTRO OLEO CLIO 1.0/1.6 16V 00>01/TWINGO 98>;PC;0;1;0;S;7891342005401;5;0
7;TEC PSL958;FILTRO OLEO OPALA/CARAVAN 4CIL 70> A10/C10/14 74>84;PC;0;1;0;S;7891342000208;5;0
7;TEC PSL959;FILTRO OLEO OPALA/CARAVAN 6CIL 70> A60/C20  85>;PC;0;1;0;S;7891342000215;5;0
7;TEC ARL2505;FILTRO AR TIPO 1.6 EFI TODOS;PC;0;1;0;S;7891342002165;5;0
7;TEC ARL2507;FILTRO AR MAREA 1.8/2.0/2.4 20V 98>/BRAVA 99>;PC;0;1;0;S;7891342004800;5;0
7;TEC ARL4147;FILTRO AR UNO/MILLE/PREMIO 92>;PC;0;6;0;S;7891342002042;5;0
7;TEC ARL4150;FILTRO AR PALIO TODOS OS MOTORES;PC;0;6;0;S;7891342002226;5;0
7;TEC ARL5050;FILTRO AR 206 NACIONAL 1.6 16V 00>/206 1.6 8V 98>00;PC;0;1;0;S;7891342005708;5;0
7;TEC ARL5136;FILTRO AR 206 NACIONAL 1.0 16V 00>/CLIO 99>;PC;0;1;0;S;7891342005975;5;0
7;TEC ARL6090;FILTRO AR ESC/VERS/VER AP 1.8/GOL/PAR CHT;PC;0;6;0;S;7891342002080;5;0
7;TEC ARL6091;FILTRO AR GOL 1.0 94>/MI 16V 97>/SANT 2.0 97>;PC;0;6;0;S;7891342002196;5;0
7;TEC ARL6092;FILTRO AR GOLF 1.6/1.8/2.0 93>98;PC;0;1;0;S;7891342002233;5;0
7;TEC ARL6094;FILTRO AR POLO CLASSIC 1.8 96>97/POLO 1.8 98>02/CORDOBA;PC;0;1;0;S;7891342004886;5;0
7;TEC ARL6095;FILTRO AR FOX 1.6 FLEX 03>/GOL POWER AT1.0 16V/POLO 02>;PC;0;1;0;S;7891342005692;5;0
7;TEC ARL8825;FILTRO AR CORSA 1.0/1.8 8V 02>/MERIVA 1.8 8/16V;PC;0;1;0;S;7891342005791;5;0
7;TEC ARL8832;FILTRO AR CORSA 1.0/1.4/1.6/TIGRA 1.6 16V 93>;PC;0;1;0;S;7891342002172;5;0
7;TEC ARL8834;FILTRO AR CELTA TODOS 00>;PC;0;1;0;S;7891342005340;5;0
7;TEC ARL8836;FILTRO AR VECTRA 2.0/16 94>96;PC;0;1;0;S;7891342002202;5;0
7;TEC ARL8838;FILTRO AR S10 2.2/4.3 95>;PC;0;1;0;S;7891342002219;5;0
7;TEC ARL8839;FILTRO AR VECTRA 2.0/2.2 16V 97>;PC;0;1;0;S;7891342002288;5;0
7;TEC ARL8840;FILTRO AR ASTRA TODOS 99>/ZAFIRA 01>;PC;0;1;0;S;7891342004787;5;0
7;TEC ARL9601;FILTRO AR ESCORT 1.6 ROCAM/1.8/2.0 ZETEC;PC;0;1;0;S;7891342002271;5;0
7;TEC ARL9603;FILTRO AR FIESTA NAC. TODOS ZETEC/COURIER ENDURA;PC;0;1;0;S;7891342002264;5;0
7;TEC ARL9604;FILTRO AR KA 1.0/1.3 ENDURA 97>99;PC;0;1;0;S;7891342002295;5;0
7;TEC ARL9605;FILTRO AR KA 1.0/1.6 SOHC ROCAM 99>/COURIER 1.6;PC;0;1;0;S;7891342005319;5;0
7;TEC ARL9606;FILTRO AR RANGER 4.0 V6/2.5 GAS.;PC;0;1;0;S;7891342004763;5;0
7;TEC ARL9607;FILTRO AR FOCUS 1.8/2.0 ZETEC 00>;PC;0;1;0;S;7891342005203;5;0
7;TEC ARL9608;FILTRO AR FIESTA 1.0/1.6 02>/ECOSPORT 1.6;PC;0;1;0;S;7891342005524;5;0
7;TEC ARL9609;FILTRO AR FIESTA 1.0 SUPERCHARGER/ECOSPORT 1.0;PC;0;1;0;S;7891342005531;5;0
7;TEC ART5051;FILTRO AR CLIO 1.6 16V 98>/MEGANE 1.6 16V 99>/99;PC;0;1;0;S;7891342007108;5;0
7;TEC ART5052;FILTRO AR XSARA 1.8I 16V 97>00/306 1.8 16V 00>/2.0 97>;PC;0;1;0;S;7891342007139;5;0
7;TEC AR2147;FILTRO AR 147/FIORINO 1050/1300CC/MILLE 90>92;PC;0;1;0;S;7891342002011;5;0
7;TEC AR2867;FILTRO AR KOMBI 1.6 83>96 ALC./GAS.;PC;0;1;0;S;7891342002486;5;0
7;TEC AR2953;FILTRO AR BRASILIA /KOMBI C/CARB.SIMPLES 1.3 >74;PC;0;1;0;S;7891342002509;5;0
7;TEC AR3147;FILTRO AR 147/FIORINO 1050/1300CC C/SIST.HD 80>88;PC;0;1;0;S;7891342002028;5;0
7;TEC AR3589;FILTRO AR CHEVETTE 1.0/1.4/1.6 73>91/OPALA TDS >89;PC;0;1;0;S;7891342002035;5;0
7;TEC AR4148;FILTRO AR TEMPRA 2.0 92>;PC;0;1;0;S;7891342002578;5;0
7;TEC AR6016;FILTRO AR CORCEL II/PAMPA 1.6 76>83;PC;0;1;0;S;7891342002059;5;0
7;TEC AR6084;FILTRO AR CORCEL II/D.REY/ESCORT/XR3/CHT;PC;0;1;0;S;7891342002066;5;0
7;TEC AR6089;FILTRO AR DEL REY AE1600 89>/VERONA 1.6CHT 90>;PC;0;1;0;S;7891342002073;5;0
7;TEC AR6193;FILTRO AR FUSCA1200/1300/1500 GAS. CARB.SIMPLES;PC;0;1;0;S;7891342002097;5;0
7;TEC AR6194;FILTRO AR BRASILIA/KOMBI/FUSCA 1.6 DUPLA CARB.>78;PC;0;2;0;S;7891342002103;5;0
7;TEC AR6196;FILTRO AR BRASILIA/FUSCA 1.3 DUPLA CARB.80>/FUSCA 1.6;PC;0;2;0;S;7891342002127;5;0
